Date,Param,soilDeep,soilShallow,vpdCanopy,vpdUnderstory,ET,PAR,SWL,TWL,GPP,NEE,Reco,Rsoil,Rstem,Isoprene,Monoterpenes,Hexanal,Soil_isoprene,Soil_monoterpene
2019-09-02,mean,-0.058,-0.01,1.5942578154,0.3014960142,3.1463062705,80274.3,NA,0.23002,11.74236458,-4.717430474,7.0249341015,NA,NA,NA,NA,NA,NA,NA
2019-09-02,sd,0.043,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-03,mean,-0.055,-0.01,2.863629617,0.3617495994,2.3754847936,85268,1.7155446717,0.2327,8.77110169,-0.280919211,8.4901824793,NA,NA,NA,NA,NA,NA,NA
2019-09-03,sd,0.041,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-04,mean,-0.058,-0.012,2.3193082841,0.4173000994,3.1635608198,102892.2,NA,0.26247000000000004,11.46967998,-2.997982963,8.4716970185,NA,NA,NA,NA,NA,NA,NA
2019-09-04,sd,0.043,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-05,mean,-0.058,-0.014,3.0754683947,0.4630830282,3.1634927906,89106,2.1782422374,0.25866,10.46458817,-2.955710007,7.508878166,NA,NA,NA,NA,NA,NA,NA
2019-09-05,sd,0.043,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-06,mean,-0.057,-0.016,1.7265811313,0.3493010139,2.4758094449,72144.5,NA,0.21338,11.73905363,-4.155808263,7.5832453704,NA,NA,NA,NA,NA,NA,NA
2019-09-06,sd,0.043,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-07,mean,-0.057,-0.018,2.4426572035,0.3552821835,2.4271337375,95845.5,2.2304148184,0.23472,11.54697054,-3.953983718,7.5929868209,NA,NA,NA,NA,NA,NA,NA
2019-09-07,sd,0.043,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-08,mean,-0.057,-0.02,2.4534591551,0.4029215565,2.940902709,96726.9,2.180319416,0.23624,11.60488334,-4.109099134,7.4957842082,NA,NA,NA,NA,NA,NA,NA
2019-09-08,sd,0.043,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-09,mean,-0.058,-0.022,1.8350897796,0.3379280418,2.8304114148,102315.2,NA,0.26237,12.26850563,-4.23866421,8.0298414183,NA,NA,NA,NA,NA,NA,NA
2019-09-09,sd,0.043,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-10,mean,-0.052,-0.023,2.2797140638,0.3828941968,2.154178984,105794.3,2.5897860687,0.24442,11.41868571,-2.909723684,8.508962021,NA,NA,NA,NA,NA,NA,NA
2019-09-10,sd,0.039,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-11,mean,-0.058,-0.026,2.3168471767,0.3736356655,2.6896371233,95104.2,2.3798280272,0.20885,10.86405843,-1.941774446,8.9222839881,NA,NA,NA,NA,NA,NA,NA
2019-09-11,sd,0.043,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-12,mean,-0.058,-0.029,2.5276984196,0.4452390841,2.7507066226,103385.9,NA,0.27302,12.22392456,-3.190946653,9.0329779073,NA,NA,NA,NA,NA,NA,NA
2019-09-12,sd,0.044,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-13,mean,-0.058,-0.031,2.3184099764,0.4440802194,2.7810062126,75317.3,2.4763065989,0.20959,10.4704171,-1.502157499,8.9682596014,NA,NA,NA,NA,NA,NA,NA
2019-09-13,sd,0.043,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-14,mean,-0.058,-0.036,1.6698360638,0.3709519717,2.8083857576,73292.8,2.0332876681,0.17345,10.36632088,-2.764092708,7.6022281749,NA,NA,NA,NA,NA,NA,NA
2019-09-14,sd,0.044,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-15,mean,-0.058,-0.041,2.0641667602,0.3569030091,2.7222168088,82966.9,2.1076604784,0.19061,9.657357694,-1.689776716,7.9675809786,NA,NA,NA,NA,NA,NA,NA
2019-09-15,sd,0.044,0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-16,mean,-0.059,-0.047,1.4876225075,0.2856529058,2.1224521255,59864.1,2.5252271685,0.18963,7.829337041,0.2986290492,8.1279660902,NA,NA,NA,NA,NA,NA,NA
2019-09-16,sd,0.044,0.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-17,mean,-0.06,-0.053,2.4865298675,0.4524053817,3.0168193382,100193.2,2.6640924398,0.23522,11.34392963,-2.096766481,9.2471631477,NA,NA,NA,NA,NA,NA,NA
2019-09-17,sd,0.045,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-18,mean,-0.061,-0.059,3.1327568831,0.5017764904,3.022452683,101344.1,3.2577113173,0.23518,10.96894623,-2.011080744,8.9578654825,NA,NA,NA,NA,NA,NA,NA
2019-09-18,sd,0.047,0.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-19,mean,-0.059,-0.061,2.2897870945,0.4337971536,3.0980323718,95638.2,NA,0.22778,11.43817567,-2.263651798,9.1745238688,NA,NA,NA,NA,NA,NA,NA
2019-09-19,sd,0.045,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-20,mean,-0.058,-0.064,2.2999538231,0.4570250949,2.5944758434,98533.6,1.980322168,0.22863999999999998,11.75141345,-3.136540084,8.6148733619,NA,NA,NA,NA,NA,NA,NA
2019-09-20,sd,0.044,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-21,mean,-0.05,-0.068,2.2133546314,0.3561459132,3.0978950449,96605.8,0.3973198435,0.23348,11.64880649,-2.52608571,9.1227207828,NA,NA,NA,NA,NA,NA,NA
2019-09-21,sd,0.038,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-22,mean,-0.029,-0.071,2.2612690745,0.3694241527,3.1683828201,85863.9,2.121964553,0.22293000000000002,12.61545011,-4.504484059,8.1109660497,NA,NA,NA,NA,NA,NA,NA
2019-09-22,sd,0.023,0.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-23,mean,-0.028,-0.076,1.9630494063,0.3068257055,2.4912471,87213.1,NA,0.19866999999999999,9.287898793,-0.758529619,8.5293691741,NA,NA,NA,NA,NA,NA,NA
2019-09-23,sd,0.022,0.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-24,mean,-0.057,-0.08,0.7537859369,0.3006583499,0.8293226414,33314.7,0.486341947,0.04821,7.341630639,1.0486256835,8.3902563221,NA,NA,NA,NA,NA,NA,NA
2019-09-24,sd,0.044,0.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-25,mean,-0.061,-0.084,1.2757888815,0.3585471462,1.1710397946,49947.4,NA,0.09434000000000001,9.53518002,-1.066043591,8.4691364287,NA,NA,NA,NA,NA,NA,NA
2019-09-25,sd,0.047,0.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-26,mean,-0.061,-0.089,1.8999917786,0.5417941543,2.8144491938,84657.5,0.9573836982,0.2228,12.60328688,-4.366002836,8.2372840437,NA,NA,NA,NA,NA,NA,NA
2019-09-26,sd,0.047,0.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-27,mean,-0.061,-0.094,1.5184863104,0.4089313083,2.8311980538,70946.3,NA,0.14545,10.46611512,-2.870145436,7.5959696804,NA,NA,NA,NA,NA,NA,NA
2019-09-27,sd,0.047,0.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-28,mean,-0.061,-0.094,2.2739532697,0.4653188166,2.4950249359,93964.2,NA,0.23163,12.37798179,-4.317870861,8.0601109276,NA,NA,NA,NA,NA,NA,NA
2019-09-28,sd,0.047,0.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-29,mean,-0.06,-0.097,2.0995343149,0.3893109644,2.378140138,93582.3,0.8948226209,0.23166,12.40273041,-3.984142424,8.4185879893,NA,NA,NA,NA,NA,NA,NA
2019-09-29,sd,0.046,0.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-09-30,mean,-0.059,-0.097,2.4168803284,0.3543609064,2.083116858,93726.4,0.0570772744,0.23521,11.97536292,-4.364137087,7.6112258316,NA,NA,NA,NA,NA,NA,NA
2019-09-30,sd,0.045,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-01,mean,-0.059,-0.1,2.2841247484,0.5266249216,2.7640670497,92303.6,1.7526160522,0.21130000000000002,12.73271258,-4.815334108,7.9173784759,NA,NA,NA,NA,NA,NA,NA
2019-10-01,sd,0.045,0.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-02,mean,-0.058,-0.107,2.2783065068,0.2835125897,2.0390818667,91703.3,NA,0.22274000000000002,10.75671882,-3.936944345,6.8197744729,NA,NA,NA,NA,NA,NA,NA
2019-10-02,sd,0.044,0.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-03,mean,-0.058,-0.117,2.3169904601,0.3388178175,2.1833563874,91491.9,1.2313049958,0.23353,11.00188823,-2.52821609,8.4736721452,NA,NA,37.40988040371632,0.2690171811840158,0.053387376022321485,NA,NA
2019-10-03,sd,0.044,0.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-10-04,mean,-0.058,-0.131,2.6768006575,0.4416998178,1.4675335175,85744.3,1.5535311709,0.19523,9.460849035,-0.890468358,8.5703806766,5.3593195366901565,1.5311859008743296,130.4259479619002,1.387840514532059,0.11488126140913765,-23.726373363972286,-0.0649301544754125
2019-10-04,sd,0.044,0.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.702066213717748,0.9766331039334046,NA,NA,NA,8.386767893576849,0.026043426367056442
2019-10-05,mean,-0.057,-0.153,2.2980656792,0.3578347388,2.199851068,89943,0.4094943432,0.22640000000000002,10.56625418,-2.876661775,7.6895924032,5.430196240941992,1.423012418841063,207.97048184745597,1.9268119329877016,0.40050437486452317,-22.739764152982623,-0.04970253995830428
2019-10-05,sd,0.043,0.149,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.187675497844662,0.9301701885051517,NA,NA,NA,10.268209190701182,0.018219419987357165
2019-10-06,mean,-0.058,-0.174,2.1841066788,0.3384141412,2.5209760655,88177.9,0.2200030049,0.21887,9.831534201,-2.941986802,6.8895473995,5.711424003909403,1.3935232892393803,169.467378214452,1.3899117008785622,0.1098680914883511,-27.29541220807684,-0.057768935762797104
2019-10-06,sd,0.044,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3851087465699217,0.9209401641902882,NA,NA,NA,9.298696522535831,0.011602397004932158
2019-10-07,mean,-0.057,-0.194,2.2414350645,0.2943360256,2.9805522896,88559.3,NA,0.22754,10.86090177,-3.467774933,7.3931268372,5.288492011137438,1.331671872455142,185.27713464540423,1.3642641278525491,0.11080338312431524,-22.39277705858199,-0.05733280081061062
2019-10-07,sd,0.043,0.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.597752804842013,0.9053284297589599,NA,NA,NA,6.922541811145944,0.015898662363547804
2019-10-08,mean,-0.057,-0.215,2.2750819412,0.3953349644,2.9977385263,87975.4,1.5763404626,0.21312,10.51132777,-4.364402049,6.1469257191,5.613490742828803,1.40795574181473,196.80121176541397,1.5507581853559804,0.16755656555421147,-26.239451884361397,-0.05164207521401214
2019-10-08,sd,0.043,0.189,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.172403195143765,0.9014428232509151,NA,NA,NA,7.568080155735438,0.013671900507912131
2019-10-09,mean,-0.057,-0.237,1.9837671509,0.3166910852,2.5762687188,86839.2,1.5543876498,0.20129,10.0337386,-2.971749043,7.061989559,6.182464977903894,1.3630123525335274,197.6293238069628,1.4670940758757518,0.13693867605608964,-26.11838119909282,-0.06253164885215211
2019-10-09,sd,0.044,0.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.127351681003981,0.8745496453531326,NA,NA,NA,6.956170028479139,0.02646899833901971
2019-10-10,mean,-0.058,-0.257,1.8181682841,0.2959014969,2.9492162614,85859.8,2.2441878552,0.19008,10.52309639,-4.442589885,6.0805065014,6.575165116127838,1.3144684542797012,183.52294601670812,1.2380069389039385,0.15988452925493782,-23.200978921000978,-0.044961832747981254
2019-10-10,sd,0.044,0.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8571320625303653,0.8583557440781762,NA,NA,NA,7.491516066853648,0.010023913476363496
2019-10-11,mean,-0.059,-0.276,2.5593179316,0.5197628982,2.3714328617,85185.7,2.3020244221,0.19278,10.29671643,-4.276786391,6.019930044,5.871197452499064,1.314437941563785,144.77821039483717,0.8864408583095278,0.087678899249478,-25.514680952423216,-0.07803080971078058
2019-10-11,sd,0.045,0.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.435949264686354,0.8573913517684492,NA,NA,NA,9.400272243525277,0.01962174397340098
2019-10-12,mean,-0.06,-0.297,2.9366210901,0.5746997123,1.9505862537,84675.7,2.1766589529,0.18731,10.3418446,-3.74893026,6.5929143428,7.028132772871505,1.4627654579771674,209.8940690270672,1.5322805548163587,0.11027226440443177,-26.82514777888346,-0.08851090777081748
2019-10-12,sd,0.046,0.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.71773401665925,0.9335931520856805,NA,NA,NA,9.218408200846332,0.027967698342034195
2019-10-13,mean,-0.061,-0.32,3.2726681783,0.668935434,1.8065478456,84623.2,2.2444202997,0.1864,9.768419908,-3.53846382,6.2299560874,6.616240623707874,1.4908685484753197,198.14447045978093,1.5547842383232027,0.12184922401309634,-27.912616805012284,-0.09745296081028512
2019-10-13,sd,0.048,0.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.355298106422931,0.9331236482583848,NA,NA,NA,8.660970030224409,0.024428615548978908
2019-10-14,mean,-0.063,-0.346,3.1530162804,NA,1.2228695974,82268.6,2.2368884252,0.19081,10.06326069,-3.627155806,6.4361048813,5.835246703759381,1.5126767503648368,NA,NA,NA,-29.1433078169108,-0.11576005789564942
2019-10-14,sd,0.05,0.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7303414763022946,0.9233929739350473,NA,NA,NA,7.997172280115409,0.021032601353585246
2019-10-15,mean,-0.065,-0.362,3.6913618768,NA,0.6067104339,82957.1,2.3399946408,0.17961000000000002,7.798681683,-1.950192198,5.848489485,5.994767377213747,1.6292346122755066,64.10550380798514,0.41423202014332833,0.052663094164386755,-30.104433017549187,-0.20771093086006637
2019-10-15,sd,0.051,0.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.101410284197463,1.0055382540442706,NA,NA,NA,7.317374708703126,0.14630174746601335
2019-10-16,mean,-0.066,-0.397,3.4225024085,1.1625186883,1.292406869,80384.6,2.3708756923,0.17661000000000002,8.515843293,-2.447497884,6.0683454091,5.68614452741272,1.6237120245372765,NA,NA,NA,-19.257867140739933,-0.09662377613711987
2019-10-16,sd,0.053,0.284,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.610162767909728,1.017497369215366,NA,NA,NA,4.702597998839364,0.023566361770103
2019-10-17,mean,-0.067,-0.436,3.8323179001,0.9989702358,1.9541208294,80028,2.3380130097,0.17382,8.581471971,-2.561937665,6.019534306,5.448792880299886,1.6703781663382364,195.1200730790255,1.8564541004458388,0.1362041227984157,-27.70608925097883,-0.11893620456571942
2019-10-17,sd,0.054,0.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4287113534939135,1.0612899335723693,NA,NA,NA,5.616809084751334,0.02049386151277532
2019-10-18,mean,-0.069,-0.48,2.405327395,0.7861678322,1.7149713226,65682.9,2.0280834272,0.13383,9.022512754,-3.476444252,5.5460685021,5.06888736836817,1.5934570441832392,291.7653467291196,3.07119931402254,0.19252975023272018,-16.345543254200336,-0.06685406534767963
2019-10-18,sd,0.056,0.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.777777921017657,1.0204528636299894,NA,NA,NA,2.6332004595975094,0.016257791435693825
