DOY_Cont,Label,Depth,SM_%
418.09375,SM_Depth_3,0.2,28.6
418.09375,SM_Depth_4,0.5,21.9
418.09375,SM_Depth_5,1,14.6
418.09375,SM_Depth_7,2.5,7.0
418.09375,SM_Depth_6,2,10.8
418.09375,SM_Depth_8,2.7,8.8
418.09375,SM_Depth_9,3,25.7
418.10416667,SM_Depth_1,0.05,38.5
418.10416667,SM_Depth_2,0.1,29.8
418.10416667,SM_Depth_3,0.2,28.6
418.10416667,SM_Depth_4,0.5,21.9
418.10416667,SM_Depth_5,1,14.6
418.10416667,SM_Depth_7,2.5,7.0
418.10416667,SM_Depth_6,2,10.8
418.10416667,SM_Depth_8,2.7,8.8
418.10416667,SM_Depth_9,3,25.7
418.11458333,SM_Depth_1,0.05,38.5
418.11458333,SM_Depth_2,0.1,29.8
418.11458333,SM_Depth_3,0.2,28.6
418.11458333,SM_Depth_4,0.5,21.9
418.11458333,SM_Depth_5,1,14.6
418.11458333,SM_Depth_7,2.5,7.0
418.11458333,SM_Depth_6,2,10.8
418.11458333,SM_Depth_8,2.7,8.8
418.11458333,SM_Depth_9,3,25.7
418.125,SM_Depth_1,0.05,38.5
418.125,SM_Depth_2,0.1,29.8
418.125,SM_Depth_3,0.2,28.6
418.125,SM_Depth_4,0.5,21.9
418.125,SM_Depth_5,1,14.6
418.125,SM_Depth_7,2.5,7.0
418.125,SM_Depth_6,2,10.8
418.125,SM_Depth_8,2.7,8.8
418.125,SM_Depth_9,3,25.7
418.13541667,SM_Depth_1,0.05,38.5
418.13541667,SM_Depth_2,0.1,29.8
418.13541667,SM_Depth_3,0.2,28.6
418.13541667,SM_Depth_4,0.5,21.9
418.13541667,SM_Depth_5,1,14.6
418.13541667,SM_Depth_7,2.5,7.0
418.13541667,SM_Depth_6,2,10.8
418.13541667,SM_Depth_8,2.7,8.8
418.13541667,SM_Depth_9,3,25.7
418.14583333,SM_Depth_1,0.05,38.5
418.14583333,SM_Depth_2,0.1,29.8
418.14583333,SM_Depth_3,0.2,28.6
418.14583333,SM_Depth_4,0.5,21.9
418.14583333,SM_Depth_5,1,14.6
418.14583333,SM_Depth_7,2.5,7.0
418.14583333,SM_Depth_6,2,10.8
418.14583333,SM_Depth_8,2.7,8.8
418.14583333,SM_Depth_9,3,25.7
418.15625,SM_Depth_1,0.05,38.5
418.15625,SM_Depth_2,0.1,29.8
418.15625,SM_Depth_3,0.2,28.6
418.15625,SM_Depth_4,0.5,21.9
418.15625,SM_Depth_5,1,14.6
418.15625,SM_Depth_7,2.5,7.0
418.15625,SM_Depth_6,2,10.8
418.15625,SM_Depth_8,2.7,8.8
418.15625,SM_Depth_9,3,25.7
418.16666667,SM_Depth_1,0.05,38.4
418.16666667,SM_Depth_2,0.1,29.8
418.16666667,SM_Depth_3,0.2,28.6
418.16666667,SM_Depth_4,0.5,21.9
418.16666667,SM_Depth_5,1,14.6
418.16666667,SM_Depth_7,2.5,7.0
418.16666667,SM_Depth_6,2,10.8
418.16666667,SM_Depth_8,2.7,8.8
418.16666667,SM_Depth_9,3,25.7
418.17708333,SM_Depth_1,0.05,38.4
418.17708333,SM_Depth_2,0.1,29.8
418.17708333,SM_Depth_3,0.2,28.6
418.17708333,SM_Depth_4,0.5,21.9
418.17708333,SM_Depth_5,1,14.6
418.17708333,SM_Depth_7,2.5,7.0
418.17708333,SM_Depth_6,2,10.8
418.17708333,SM_Depth_8,2.7,8.8
418.17708333,SM_Depth_9,3,25.7
418.1875,SM_Depth_1,0.05,38.4
418.1875,SM_Depth_2,0.1,29.8
418.1875,SM_Depth_3,0.2,28.6
418.1875,SM_Depth_4,0.5,22.0
418.1875,SM_Depth_5,1,14.6
418.1875,SM_Depth_7,2.5,7.0
418.1875,SM_Depth_6,2,10.8
418.1875,SM_Depth_8,2.7,8.8
418.1875,SM_Depth_9,3,25.7
418.19791667,SM_Depth_1,0.05,38.5
418.19791667,SM_Depth_2,0.1,29.8
418.19791667,SM_Depth_3,0.2,28.6
418.19791667,SM_Depth_4,0.5,22.0
418.19791667,SM_Depth_5,1,14.6
418.19791667,SM_Depth_7,2.5,7.0
418.19791667,SM_Depth_6,2,10.8
418.19791667,SM_Depth_8,2.7,8.8
418.19791667,SM_Depth_9,3,25.7
418.20833333,SM_Depth_1,0.05,38.5
418.20833333,SM_Depth_2,0.1,29.8
418.20833333,SM_Depth_3,0.2,28.6
418.20833333,SM_Depth_4,0.5,22.0
418.20833333,SM_Depth_5,1,14.6
418.20833333,SM_Depth_7,2.5,7.0
418.20833333,SM_Depth_6,2,10.8
418.20833333,SM_Depth_8,2.7,8.8
418.20833333,SM_Depth_9,3,25.6
418.21875,SM_Depth_1,0.05,38.5
418.21875,SM_Depth_2,0.1,29.8
418.21875,SM_Depth_3,0.2,28.6
418.21875,SM_Depth_4,0.5,22.0
418.21875,SM_Depth_5,1,14.6
418.21875,SM_Depth_7,2.5,6.9
418.21875,SM_Depth_6,2,10.8
418.21875,SM_Depth_8,2.7,8.8
418.21875,SM_Depth_9,3,25.6
418.22916667,SM_Depth_1,0.05,38.5
418.22916667,SM_Depth_2,0.1,29.8
418.22916667,SM_Depth_3,0.2,28.6
418.22916667,SM_Depth_4,0.5,22.0
418.22916667,SM_Depth_5,1,14.6
418.22916667,SM_Depth_7,2.5,6.9
418.22916667,SM_Depth_6,2,10.8
418.22916667,SM_Depth_8,2.7,8.8
418.22916667,SM_Depth_9,3,25.6
418.23958333,SM_Depth_1,0.05,38.5
418.23958333,SM_Depth_2,0.1,29.8
418.23958333,SM_Depth_3,0.2,28.6
418.23958333,SM_Depth_4,0.5,22.0
418.23958333,SM_Depth_5,1,14.6
418.23958333,SM_Depth_7,2.5,6.9
418.23958333,SM_Depth_6,2,10.8
418.23958333,SM_Depth_8,2.7,8.8
418.23958333,SM_Depth_9,3,25.6
418.25,SM_Depth_1,0.05,38.5
418.25,SM_Depth_2,0.1,29.8
418.25,SM_Depth_3,0.2,28.6
418.25,SM_Depth_4,0.5,22.0
418.25,SM_Depth_5,1,14.6
418.25,SM_Depth_7,2.5,6.9
418.25,SM_Depth_6,2,10.8
418.25,SM_Depth_8,2.7,8.8
418.25,SM_Depth_9,3,25.6
418.26041667,SM_Depth_1,0.05,38.5
418.26041667,SM_Depth_2,0.1,29.7
418.26041667,SM_Depth_3,0.2,28.6
418.26041667,SM_Depth_4,0.5,22.0
418.26041667,SM_Depth_5,1,14.6
418.26041667,SM_Depth_7,2.5,6.9
418.26041667,SM_Depth_6,2,10.8
418.26041667,SM_Depth_8,2.7,8.8
418.26041667,SM_Depth_9,3,25.6
418.27083333,SM_Depth_1,0.05,38.4
418.27083333,SM_Depth_2,0.1,29.7
418.27083333,SM_Depth_3,0.2,28.6
418.27083333,SM_Depth_4,0.5,22.0
418.27083333,SM_Depth_5,1,14.6
418.27083333,SM_Depth_7,2.5,6.9
418.27083333,SM_Depth_6,2,10.8
418.27083333,SM_Depth_8,2.7,8.8
418.27083333,SM_Depth_9,3,25.6
418.28125,SM_Depth_1,0.05,38.5
418.28125,SM_Depth_2,0.1,29.7
418.28125,SM_Depth_3,0.2,28.6
418.28125,SM_Depth_4,0.5,22.0
418.28125,SM_Depth_5,1,14.6
418.28125,SM_Depth_7,2.5,6.9
418.28125,SM_Depth_6,2,10.8
418.28125,SM_Depth_8,2.7,8.8
418.28125,SM_Depth_9,3,25.6
418.29166667,SM_Depth_1,0.05,38.5
418.29166667,SM_Depth_2,0.1,29.7
418.29166667,SM_Depth_3,0.2,28.6
418.29166667,SM_Depth_4,0.5,22.0
418.29166667,SM_Depth_5,1,14.6
418.29166667,SM_Depth_7,2.5,6.9
418.29166667,SM_Depth_6,2,10.8
418.29166667,SM_Depth_8,2.7,8.8
418.29166667,SM_Depth_9,3,25.6
418.30208333,SM_Depth_1,0.05,38.5
418.30208333,SM_Depth_2,0.1,29.7
418.30208333,SM_Depth_3,0.2,28.6
418.30208333,SM_Depth_4,0.5,22.0
418.30208333,SM_Depth_5,1,14.6
418.30208333,SM_Depth_7,2.5,6.9
418.30208333,SM_Depth_6,2,10.8
418.30208333,SM_Depth_8,2.7,8.8
418.30208333,SM_Depth_9,3,25.6
418.3125,SM_Depth_1,0.05,38.5
418.3125,SM_Depth_2,0.1,29.7
418.3125,SM_Depth_3,0.2,28.6
418.3125,SM_Depth_4,0.5,22.0
418.3125,SM_Depth_5,1,14.6
418.3125,SM_Depth_7,2.5,6.9
418.3125,SM_Depth_6,2,10.8
418.3125,SM_Depth_8,2.7,8.8
418.3125,SM_Depth_9,3,25.6
418.32291667,SM_Depth_1,0.05,38.5
418.32291667,SM_Depth_2,0.1,29.7
418.32291667,SM_Depth_3,0.2,28.6
418.32291667,SM_Depth_4,0.5,22.0
418.32291667,SM_Depth_5,1,14.6
418.32291667,SM_Depth_7,2.5,6.9
418.32291667,SM_Depth_6,2,10.8
418.32291667,SM_Depth_8,2.7,8.8
418.32291667,SM_Depth_9,3,25.7
418.33333333,SM_Depth_1,0.05,38.5
418.33333333,SM_Depth_2,0.1,29.7
418.33333333,SM_Depth_3,0.2,28.5
418.33333333,SM_Depth_4,0.5,22.0
418.33333333,SM_Depth_5,1,14.6
418.33333333,SM_Depth_7,2.5,6.9
418.33333333,SM_Depth_6,2,10.8
418.33333333,SM_Depth_8,2.7,8.8
418.33333333,SM_Depth_9,3,25.7
418.34375,SM_Depth_1,0.05,38.5
418.34375,SM_Depth_2,0.1,29.7
418.34375,SM_Depth_3,0.2,28.5
418.34375,SM_Depth_4,0.5,22.0
418.34375,SM_Depth_5,1,14.6
418.34375,SM_Depth_7,2.5,6.9
418.34375,SM_Depth_6,2,10.8
418.34375,SM_Depth_8,2.7,8.8
418.34375,SM_Depth_9,3,25.7
418.35416667,SM_Depth_1,0.05,38.5
418.35416667,SM_Depth_2,0.1,29.7
418.35416667,SM_Depth_3,0.2,28.5
418.35416667,SM_Depth_4,0.5,22.0
418.35416667,SM_Depth_5,1,14.6
418.35416667,SM_Depth_7,2.5,6.9
418.35416667,SM_Depth_6,2,10.8
418.35416667,SM_Depth_8,2.7,8.8
418.35416667,SM_Depth_9,3,25.7
418.36458333,SM_Depth_1,0.05,38.5
418.36458333,SM_Depth_2,0.1,29.7
418.36458333,SM_Depth_3,0.2,28.5
418.36458333,SM_Depth_4,0.5,22.0
418.36458333,SM_Depth_5,1,14.6
418.36458333,SM_Depth_7,2.5,6.9
418.36458333,SM_Depth_6,2,10.8
418.36458333,SM_Depth_8,2.7,8.8
418.36458333,SM_Depth_9,3,25.7
418.375,SM_Depth_1,0.05,38.5
418.375,SM_Depth_2,0.1,29.7
418.375,SM_Depth_3,0.2,28.5
418.375,SM_Depth_4,0.5,22.0
418.375,SM_Depth_5,1,14.6
418.375,SM_Depth_7,2.5,6.9
418.375,SM_Depth_6,2,10.8
418.375,SM_Depth_8,2.7,8.8
418.375,SM_Depth_9,3,25.7
418.38541667,SM_Depth_1,0.05,38.5
418.38541667,SM_Depth_2,0.1,29.7
418.38541667,SM_Depth_3,0.2,28.5
418.38541667,SM_Depth_4,0.5,22.0
418.38541667,SM_Depth_5,1,14.6
418.38541667,SM_Depth_7,2.5,6.9
418.38541667,SM_Depth_6,2,10.8
418.38541667,SM_Depth_8,2.7,8.8
418.38541667,SM_Depth_9,3,25.7
418.39583333,SM_Depth_1,0.05,38.5
418.39583333,SM_Depth_2,0.1,29.7
418.39583333,SM_Depth_3,0.2,28.5
418.39583333,SM_Depth_4,0.5,22.0
418.39583333,SM_Depth_5,1,14.6
418.39583333,SM_Depth_7,2.5,6.9
418.39583333,SM_Depth_6,2,10.8
418.39583333,SM_Depth_8,2.7,8.8
418.39583333,SM_Depth_9,3,25.7
418.40625,SM_Depth_1,0.05,38.5
418.40625,SM_Depth_2,0.1,29.7
418.40625,SM_Depth_3,0.2,28.5
418.40625,SM_Depth_4,0.5,22.0
418.40625,SM_Depth_5,1,14.6
418.40625,SM_Depth_7,2.5,6.9
418.40625,SM_Depth_6,2,10.8
418.40625,SM_Depth_8,2.7,8.8
418.40625,SM_Depth_9,3,25.7
418.41666667,SM_Depth_1,0.05,38.5
418.41666667,SM_Depth_2,0.1,29.7
418.41666667,SM_Depth_3,0.2,28.5
418.41666667,SM_Depth_4,0.5,22.0
418.41666667,SM_Depth_5,1,14.6
418.41666667,SM_Depth_7,2.5,6.9
418.41666667,SM_Depth_6,2,10.8
418.41666667,SM_Depth_8,2.7,8.8
418.41666667,SM_Depth_9,3,25.7
418.42708333,SM_Depth_1,0.05,38.5
418.42708333,SM_Depth_2,0.1,29.7
418.42708333,SM_Depth_3,0.2,28.5
418.42708333,SM_Depth_4,0.5,22.0
418.42708333,SM_Depth_5,1,14.6
418.42708333,SM_Depth_7,2.5,6.9
418.42708333,SM_Depth_6,2,10.8
418.42708333,SM_Depth_8,2.7,8.8
418.42708333,SM_Depth_9,3,25.7
418.4375,SM_Depth_1,0.05,38.5
418.4375,SM_Depth_2,0.1,29.7
418.4375,SM_Depth_3,0.2,28.5
418.4375,SM_Depth_4,0.5,22.0
418.4375,SM_Depth_5,1,14.6
418.4375,SM_Depth_7,2.5,6.9
418.4375,SM_Depth_6,2,10.8
418.4375,SM_Depth_8,2.7,8.8
418.4375,SM_Depth_9,3,25.7
418.44791667,SM_Depth_1,0.05,38.5
418.44791667,SM_Depth_2,0.1,29.7
418.44791667,SM_Depth_3,0.2,28.5
418.44791667,SM_Depth_4,0.5,22.0
418.44791667,SM_Depth_5,1,14.6
418.44791667,SM_Depth_7,2.5,6.9
418.44791667,SM_Depth_6,2,10.8
418.44791667,SM_Depth_8,2.7,8.8
418.44791667,SM_Depth_9,3,25.7
418.45833333,SM_Depth_1,0.05,38.5
418.45833333,SM_Depth_2,0.1,29.7
418.45833333,SM_Depth_3,0.2,28.5
418.45833333,SM_Depth_4,0.5,22.0
418.45833333,SM_Depth_5,1,14.6
418.45833333,SM_Depth_7,2.5,6.9
418.45833333,SM_Depth_6,2,10.8
418.45833333,SM_Depth_8,2.7,8.8
418.45833333,SM_Depth_9,3,25.7
418.46875,SM_Depth_1,0.05,38.5
418.46875,SM_Depth_2,0.1,29.7
418.46875,SM_Depth_3,0.2,28.5
418.46875,SM_Depth_4,0.5,22.0
418.46875,SM_Depth_5,1,14.6
418.46875,SM_Depth_7,2.5,6.9
418.46875,SM_Depth_6,2,10.8
418.46875,SM_Depth_8,2.7,8.8
418.46875,SM_Depth_9,3,25.7
418.47916667,SM_Depth_1,0.05,38.5
418.47916667,SM_Depth_2,0.1,29.7
418.47916667,SM_Depth_3,0.2,28.5
418.47916667,SM_Depth_4,0.5,22.0
418.47916667,SM_Depth_5,1,14.6
418.47916667,SM_Depth_7,2.5,6.9
418.47916667,SM_Depth_6,2,10.8
418.47916667,SM_Depth_8,2.7,8.8
418.47916667,SM_Depth_9,3,25.7
418.48958333,SM_Depth_1,0.05,38.5
418.48958333,SM_Depth_2,0.1,29.7
418.48958333,SM_Depth_3,0.2,28.5
418.48958333,SM_Depth_4,0.5,22.0
418.48958333,SM_Depth_5,1,14.6
418.48958333,SM_Depth_7,2.5,6.9
418.48958333,SM_Depth_6,2,10.8
418.48958333,SM_Depth_8,2.7,8.8
418.48958333,SM_Depth_9,3,25.7
418.5,SM_Depth_1,0.05,38.5
418.5,SM_Depth_2,0.1,29.7
418.5,SM_Depth_3,0.2,28.5
418.5,SM_Depth_4,0.5,22.0
418.5,SM_Depth_5,1,14.6
418.5,SM_Depth_7,2.5,6.9
418.5,SM_Depth_6,2,10.8
418.5,SM_Depth_8,2.7,8.8
418.5,SM_Depth_9,3,25.7
418.51041667,SM_Depth_1,0.05,38.4
418.51041667,SM_Depth_2,0.1,29.7
418.51041667,SM_Depth_3,0.2,28.5
418.51041667,SM_Depth_4,0.5,22.0
418.51041667,SM_Depth_5,1,14.6
418.51041667,SM_Depth_7,2.5,6.9
418.51041667,SM_Depth_6,2,10.8
418.51041667,SM_Depth_8,2.7,8.8
418.51041667,SM_Depth_9,3,25.7
418.52083333,SM_Depth_1,0.05,38.4
418.52083333,SM_Depth_2,0.1,29.7
418.52083333,SM_Depth_3,0.2,28.5
418.52083333,SM_Depth_4,0.5,22.0
418.52083333,SM_Depth_5,1,14.6
418.52083333,SM_Depth_7,2.5,6.9
418.52083333,SM_Depth_6,2,10.8
418.52083333,SM_Depth_8,2.7,8.8
418.52083333,SM_Depth_9,3,25.7
418.53125,SM_Depth_1,0.05,38.4
418.53125,SM_Depth_2,0.1,29.7
418.53125,SM_Depth_3,0.2,28.5
418.53125,SM_Depth_4,0.5,22.0
418.53125,SM_Depth_5,1,14.6
418.53125,SM_Depth_7,2.5,6.9
418.53125,SM_Depth_6,2,10.8
418.53125,SM_Depth_8,2.7,8.8
418.53125,SM_Depth_9,3,25.7
418.54166667,SM_Depth_1,0.05,38.4
418.54166667,SM_Depth_2,0.1,29.7
418.54166667,SM_Depth_3,0.2,28.5
418.54166667,SM_Depth_4,0.5,22.0
418.54166667,SM_Depth_5,1,14.6
418.54166667,SM_Depth_7,2.5,6.9
418.54166667,SM_Depth_6,2,10.8
418.54166667,SM_Depth_8,2.7,8.8
418.54166667,SM_Depth_9,3,25.7
418.55208333,SM_Depth_1,0.05,38.4
418.55208333,SM_Depth_2,0.1,29.6
418.55208333,SM_Depth_3,0.2,28.5
418.55208333,SM_Depth_4,0.5,22.0
418.55208333,SM_Depth_5,1,14.6
418.55208333,SM_Depth_7,2.5,6.9
418.55208333,SM_Depth_6,2,10.8
418.55208333,SM_Depth_8,2.7,8.8
418.55208333,SM_Depth_9,3,25.7
418.5625,SM_Depth_1,0.05,38.4
418.5625,SM_Depth_2,0.1,29.6
418.5625,SM_Depth_3,0.2,28.5
418.5625,SM_Depth_4,0.5,22.0
418.5625,SM_Depth_5,1,14.6
418.5625,SM_Depth_7,2.5,6.9
418.5625,SM_Depth_6,2,10.8
418.5625,SM_Depth_8,2.7,8.8
418.5625,SM_Depth_9,3,25.7
418.57291667,SM_Depth_1,0.05,38.4
418.57291667,SM_Depth_2,0.1,29.6
418.57291667,SM_Depth_3,0.2,28.5
418.57291667,SM_Depth_4,0.5,22.0
418.57291667,SM_Depth_5,1,14.6
418.57291667,SM_Depth_7,2.5,6.9
418.57291667,SM_Depth_6,2,10.8
418.57291667,SM_Depth_8,2.7,8.8
418.57291667,SM_Depth_9,3,25.7
418.58333333,SM_Depth_1,0.05,38.4
418.58333333,SM_Depth_2,0.1,29.6
418.58333333,SM_Depth_3,0.2,28.5
418.58333333,SM_Depth_4,0.5,22.0
418.58333333,SM_Depth_5,1,14.6
418.58333333,SM_Depth_7,2.5,6.9
418.58333333,SM_Depth_6,2,10.8
418.58333333,SM_Depth_8,2.7,8.8
418.58333333,SM_Depth_9,3,25.7
418.59375,SM_Depth_1,0.05,38.4
418.59375,SM_Depth_2,0.1,29.6
418.59375,SM_Depth_3,0.2,28.5
418.59375,SM_Depth_4,0.5,22.0
418.59375,SM_Depth_5,1,14.6
418.59375,SM_Depth_7,2.5,6.9
418.59375,SM_Depth_6,2,10.8
418.59375,SM_Depth_8,2.7,8.8
418.59375,SM_Depth_9,3,25.7
418.60416667,SM_Depth_1,0.05,38.4
418.60416667,SM_Depth_2,0.1,29.6
418.60416667,SM_Depth_3,0.2,28.5
418.60416667,SM_Depth_4,0.5,22.0
418.60416667,SM_Depth_5,1,14.6
418.60416667,SM_Depth_7,2.5,6.9
418.60416667,SM_Depth_6,2,10.8
418.60416667,SM_Depth_8,2.7,8.8
418.60416667,SM_Depth_9,3,25.7
418.61458333,SM_Depth_1,0.05,38.4
418.61458333,SM_Depth_2,0.1,29.6
418.61458333,SM_Depth_3,0.2,28.5
418.61458333,SM_Depth_4,0.5,22.0
418.61458333,SM_Depth_5,1,14.6
418.61458333,SM_Depth_7,2.5,6.9
418.61458333,SM_Depth_6,2,10.8
418.61458333,SM_Depth_8,2.7,8.8
418.61458333,SM_Depth_9,3,25.7
418.625,SM_Depth_1,0.05,38.4
418.625,SM_Depth_2,0.1,29.6
418.625,SM_Depth_3,0.2,28.5
418.625,SM_Depth_4,0.5,22.0
418.625,SM_Depth_5,1,14.6
418.625,SM_Depth_7,2.5,6.9
418.625,SM_Depth_6,2,10.8
418.625,SM_Depth_8,2.7,8.8
418.625,SM_Depth_9,3,25.7
418.63541667,SM_Depth_1,0.05,38.4
418.63541667,SM_Depth_2,0.1,29.6
418.63541667,SM_Depth_3,0.2,28.5
418.63541667,SM_Depth_4,0.5,22.0
418.63541667,SM_Depth_5,1,14.6
418.63541667,SM_Depth_7,2.5,6.9
418.63541667,SM_Depth_6,2,10.8
418.63541667,SM_Depth_8,2.7,8.8
418.63541667,SM_Depth_9,3,25.7
418.64583333,SM_Depth_1,0.05,38.4
418.64583333,SM_Depth_2,0.1,29.6
418.64583333,SM_Depth_3,0.2,28.5
418.64583333,SM_Depth_4,0.5,22.0
418.64583333,SM_Depth_5,1,14.6
418.64583333,SM_Depth_7,2.5,6.9
418.64583333,SM_Depth_6,2,10.8
418.64583333,SM_Depth_8,2.7,8.8
418.64583333,SM_Depth_9,3,25.7
418.65625,SM_Depth_1,0.05,38.4
418.65625,SM_Depth_2,0.1,29.6
418.65625,SM_Depth_3,0.2,28.5
418.65625,SM_Depth_4,0.5,22.0
418.65625,SM_Depth_5,1,14.6
418.65625,SM_Depth_7,2.5,6.9
418.65625,SM_Depth_6,2,10.8
418.65625,SM_Depth_8,2.7,8.8
418.65625,SM_Depth_9,3,25.7
418.66666667,SM_Depth_1,0.05,38.4
418.66666667,SM_Depth_2,0.1,29.6
418.66666667,SM_Depth_3,0.2,28.5
418.66666667,SM_Depth_4,0.5,22.0
418.66666667,SM_Depth_5,1,14.6
418.66666667,SM_Depth_7,2.5,6.9
418.66666667,SM_Depth_6,2,10.8
418.66666667,SM_Depth_8,2.7,8.8
418.66666667,SM_Depth_9,3,25.7
418.67708333,SM_Depth_1,0.05,38.4
418.67708333,SM_Depth_2,0.1,29.6
418.67708333,SM_Depth_3,0.2,28.5
418.67708333,SM_Depth_4,0.5,22.0
418.67708333,SM_Depth_5,1,14.6
418.67708333,SM_Depth_7,2.5,6.9
418.67708333,SM_Depth_6,2,10.8
418.67708333,SM_Depth_8,2.7,8.8
418.67708333,SM_Depth_9,3,25.7
418.6875,SM_Depth_1,0.05,38.4
418.6875,SM_Depth_2,0.1,29.6
418.6875,SM_Depth_3,0.2,28.5
418.6875,SM_Depth_4,0.5,22.0
418.6875,SM_Depth_5,1,14.6
418.6875,SM_Depth_7,2.5,6.9
418.6875,SM_Depth_6,2,10.8
418.6875,SM_Depth_8,2.7,8.8
418.6875,SM_Depth_9,3,25.7
418.69791667,SM_Depth_1,0.05,38.4
418.69791667,SM_Depth_2,0.1,29.6
418.69791667,SM_Depth_3,0.2,28.5
418.69791667,SM_Depth_4,0.5,22.0
418.69791667,SM_Depth_5,1,14.6
418.69791667,SM_Depth_7,2.5,6.9
418.69791667,SM_Depth_6,2,10.8
418.69791667,SM_Depth_8,2.7,8.8
418.69791667,SM_Depth_9,3,25.7
418.70833333,SM_Depth_1,0.05,38.4
418.70833333,SM_Depth_2,0.1,29.6
418.70833333,SM_Depth_3,0.2,28.5
418.70833333,SM_Depth_4,0.5,22.0
418.70833333,SM_Depth_5,1,14.6
418.70833333,SM_Depth_7,2.5,6.9
418.70833333,SM_Depth_6,2,10.8
418.70833333,SM_Depth_8,2.7,8.8
418.70833333,SM_Depth_9,3,25.6
418.71875,SM_Depth_1,0.05,38.4
418.71875,SM_Depth_2,0.1,29.6
418.71875,SM_Depth_3,0.2,28.5
418.71875,SM_Depth_4,0.5,22.0
418.71875,SM_Depth_5,1,14.6
418.71875,SM_Depth_7,2.5,6.9
418.71875,SM_Depth_6,2,10.8
418.71875,SM_Depth_8,2.7,8.8
418.71875,SM_Depth_9,3,25.6
418.72916667,SM_Depth_1,0.05,38.4
418.72916667,SM_Depth_2,0.1,29.6
418.72916667,SM_Depth_3,0.2,28.5
418.72916667,SM_Depth_4,0.5,22.0
418.72916667,SM_Depth_5,1,14.6
418.72916667,SM_Depth_7,2.5,6.9
418.72916667,SM_Depth_6,2,10.8
418.72916667,SM_Depth_8,2.7,8.8
418.72916667,SM_Depth_9,3,25.6
418.73958333,SM_Depth_1,0.05,38.4
418.73958333,SM_Depth_2,0.1,29.6
418.73958333,SM_Depth_3,0.2,28.5
418.73958333,SM_Depth_4,0.5,22.0
418.73958333,SM_Depth_5,1,14.6
418.73958333,SM_Depth_7,2.5,6.9
418.73958333,SM_Depth_6,2,10.8
418.73958333,SM_Depth_8,2.7,8.8
418.73958333,SM_Depth_9,3,25.6
418.75,SM_Depth_1,0.05,38.4
418.75,SM_Depth_2,0.1,29.6
418.75,SM_Depth_3,0.2,28.5
418.75,SM_Depth_4,0.5,22.0
418.75,SM_Depth_5,1,14.6
418.75,SM_Depth_7,2.5,6.9
418.75,SM_Depth_6,2,10.8
418.75,SM_Depth_8,2.7,8.8
418.75,SM_Depth_9,3,25.6
418.76041667,SM_Depth_1,0.05,38.4
418.76041667,SM_Depth_2,0.1,29.6
418.76041667,SM_Depth_3,0.2,28.5
418.76041667,SM_Depth_4,0.5,22.0
418.76041667,SM_Depth_5,1,14.6
418.76041667,SM_Depth_7,2.5,6.9
418.76041667,SM_Depth_6,2,10.8
418.76041667,SM_Depth_8,2.7,8.8
418.76041667,SM_Depth_9,3,25.6
418.77083333,SM_Depth_1,0.05,38.4
418.77083333,SM_Depth_2,0.1,29.6
418.77083333,SM_Depth_3,0.2,28.5
418.77083333,SM_Depth_4,0.5,22.0
418.77083333,SM_Depth_5,1,14.6
418.77083333,SM_Depth_7,2.5,6.9
418.77083333,SM_Depth_6,2,10.8
418.77083333,SM_Depth_8,2.7,8.8
418.77083333,SM_Depth_9,3,25.6
418.78125,SM_Depth_1,0.05,38.3
418.78125,SM_Depth_2,0.1,29.6
418.78125,SM_Depth_3,0.2,28.5
418.78125,SM_Depth_4,0.5,22.0
418.78125,SM_Depth_5,1,14.6
418.78125,SM_Depth_7,2.5,6.9
418.78125,SM_Depth_6,2,10.8
418.78125,SM_Depth_8,2.7,8.8
418.78125,SM_Depth_9,3,25.6
418.79166667,SM_Depth_1,0.05,38.3
418.79166667,SM_Depth_2,0.1,29.6
418.79166667,SM_Depth_3,0.2,28.5
418.79166667,SM_Depth_4,0.5,22.0
418.79166667,SM_Depth_5,1,14.6
418.79166667,SM_Depth_7,2.5,6.9
418.79166667,SM_Depth_6,2,10.8
418.79166667,SM_Depth_8,2.7,8.8
418.79166667,SM_Depth_9,3,25.6
418.80208333,SM_Depth_1,0.05,38.3
418.80208333,SM_Depth_2,0.1,29.6
418.80208333,SM_Depth_3,0.2,28.5
418.80208333,SM_Depth_4,0.5,22.0
418.80208333,SM_Depth_5,1,14.6
418.80208333,SM_Depth_7,2.5,6.9
418.80208333,SM_Depth_6,2,10.8
418.80208333,SM_Depth_8,2.7,8.8
418.80208333,SM_Depth_9,3,25.6
418.8125,SM_Depth_1,0.05,38.3
418.8125,SM_Depth_2,0.1,29.6
418.8125,SM_Depth_3,0.2,28.5
418.8125,SM_Depth_4,0.5,22.0
418.8125,SM_Depth_5,1,14.6
418.8125,SM_Depth_7,2.5,6.9
418.8125,SM_Depth_6,2,10.8
418.8125,SM_Depth_8,2.7,8.8
418.8125,SM_Depth_9,3,25.6
418.82291667,SM_Depth_1,0.05,38.3
418.82291667,SM_Depth_2,0.1,29.6
418.82291667,SM_Depth_3,0.2,28.5
418.82291667,SM_Depth_4,0.5,22.0
418.82291667,SM_Depth_5,1,14.6
418.82291667,SM_Depth_7,2.5,6.9
418.82291667,SM_Depth_6,2,10.8
418.82291667,SM_Depth_8,2.7,8.8
418.82291667,SM_Depth_9,3,25.6
418.83333333,SM_Depth_1,0.05,38.3
